SAMPLE_NAME,REPORT_YEAR,DOMAIN_NAME,DOMAIN_TYPE,EXPRESSION,CN,PSS_CN,PDOM_CN
AusTXUA2015Cur,2015,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,557732763126144,467214700489998,417940978489998
AusTXUA2017FS,2017,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247014290487,682341584126144,1268166839290487
AusTXUA2018Cur,2018,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302247169290487,759996401290487,1268166132290487
AusTXUA2018FS,2018,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302247104290487,759996402290487,1268166131290487
AusTXUA2019Cur,2019,Urban Forest,LAND,,839636670290487,839561794290487,414427308489998
AusTXUA2019Cur,2019,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,839636667290487,839561794290487,414427309489998
AusTXUA2019Cur,2019,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246854290487,839561794290487,1268166839290487
AusTXUA2019FS,2019,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,839636676290487,839561795290487,414427309489998
AusTXUA2019FS,2019,Sampled Land,LAND,id_cond.cond_status_cd<5,839636678290487,839561795290487,414427310489998
SprMOUA2018Inv,2018,Live Seedling,SEEDLING,,742215626290487,742206337290487,414427304489998
SprMOUA2019Cur,2019,Live Seedling,SEEDLING,,928975555290487,928975528290487,414427304489998
SprMOUA2019FS,2019,Sampled Land,LAND,id_cond.cond_status_cd<5,928975556290487,928975529290487,414427310489998
SprMOUA2019FS,2019,Live Seedling,SEEDLING,,928975564290487,928975529290487,414427304489998
SprMOUA2019Inv,2019,Invasive Plant Species,INVASIVE,,928975566290487,928975530290487,414427307489998
SprMOUA2019Inv,2019,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,928975567290487,928975530290487,414427306489998
SprMOUA2019Inv,2019,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,928975573290487,928975530290487,414427303489998
SprMOUA2019Inv,2019,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,928975570290487,928975530290487,417940978489998
SprMOUA2020FS,2020,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302246789290487,1268231471290487,1268166132290487
SprMOUA2020Inv,2020,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1268231495290487,1268231472290487,414427306489998
SprMOUA2020Inv,2020,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1268231496290487,1268231472290487,414427309489998
SprMOUA2020Inv,2020,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247274290487,1268231472290487,1268166839290487
SprMOUA2020Inv,2020,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1268231500290487,1268231472290487,414427302489998
SprMOUA2020Inv,2020,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1268231498290487,1268231472290487,417940978489998
StMOUA2018Cur,2018,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,737683480290487,737683464290487,417940978489998
StMOUA2018FS,2018,Sampled Land,LAND,id_cond.cond_status_cd<5,737683485290487,737683465290487,414427310489998
StMOUA2018FS,2018,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302246781290487,737683465290487,1268166132290487
StMOUA2018FS,2018,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246782290487,737683465290487,1268166839290487
StMOUA2019All,2019,Nonsampled Land,LAND,id_cond.cond_status_cd=5,932849315290487,932849303290487,414427311489998
StMOUA2019Cur,2019,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302246828290487,932849304290487,1268166131290487
StMOUA2019FS,2019,Urban Forest,LAND,,932849328290487,932849305290487,414427308489998
StMOUA2019FS,2019,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,932849327290487,932849305290487,414427309489998
StMOUA2019FS,2019,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302247236290487,932849305290487,1268166131290487
StMOUA2019FS,2019,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,932849332290487,932849305290487,414427303489998
StMOUA2019Inv,2019,Urban Forest,LAND,,932849338290487,932849306290487,414427308489998
StMOUA2021Cur,2021,Sampled Land,LAND,id_cond.cond_status_cd<5,1268233087290487,1268233083290487,414427310489998
StMOUA2021Cur,2021,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302246896290487,1268233083290487,1268166131290487
StMOUA2021Cur,2021,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1268233091290487,1268233083290487,417940978489998
StMOUA2021FS,2021,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1268233098290487,1268233084290487,414427309489998
StMOUA2021FS,2021,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246767290487,1268233084290487,1268170529290487
StMOUA2021Inv,2021,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302247097290487,1268233085290487,1268166132290487
StMOUA2021Inv,2021,Live Seedling,SEEDLING,,1268233114290487,1268233085290487,414427304489998
StMOUA2022FS,2022,Urban Forest,LAND,,1491208865290487,1491208833290487,414427308489998
StMOUA2022Inv,2022,Invasive Plant Species,INVASIVE,,1491208876290487,1491208834290487,414427307489998
StMOUA2022Inv,2022,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1491208881290487,1491208834290487,414427301489998
WasDCUA2018Cur,2018,Urban Forest,LAND,,744909594290487,744909034290487,414427308489998
WasDCUA2018Cur,2018,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,744909598290487,744909034290487,414427303489998
WasDCUA2019Cur,2019,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302246909290487,941620446290487,1268166132290487
WasDCUA2019Cur,2019,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,941644093290487,941620446290487,417940978489998
WasDCUA2019Inv,2019,Invasive Plant Species,INVASIVE,,941644099290487,941620447290487,414427307489998
WasDCUA2021FS,2021,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1273081973290487,1273081778290487,414427309489998
MinMNUA2022FS,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1491006086290487,1491006014290487,414427309489998
MinMNUA2022FS,2022,Sampled Land,LAND,id_cond.cond_status_cd<5,1491006084290487,1491006014290487,414427310489998
MinMNUA2022Inv,2022,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1491006110290487,1491006015290487,1268170529290487
PitPAUA2022Cur,2022,Sampled Land,LAND,id_cond.cond_status_cd<5,1490772412290487,1490772373290487,414427310489998
PitPAUA2022Cur,2022,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1490772416290487,1490772373290487,417940978489998
PitPAUA2022FS,2022,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1490772435290487,1490772374290487,1268166132290487
PitPAUA2022FS,2022,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1490772429290487,1490772374290487,417940978489998
PitPAUA2022Inv,2022,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1490772440290487,1490772375290487,414427306489998
PitPAUA2022Inv,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1490772441290487,1490772375290487,414427309489998
PitPAUA2022Inv,2022,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1490772448290487,1490772375290487,1268166131290487
PitPAUA2022Inv,2022,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490772446290487,1490772375290487,414427303489998
PitPAUA2022Inv,2022,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1490772443290487,1490772375290487,417940978489998
PorMEUA2021Cur,2021,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246827290487,1261185783290487,1268170529290487
PorMEUA2021Cur,2021,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1261186129290487,1261185783290487,414427303489998
PorMEUA2021FS,2021,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302246856290487,1261185784290487,1268166131290487
PorMEUA2021FS,2021,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302246857290487,1261185784290487,1268166132290487
PorMEUA2021FS,2021,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1261186138290487,1261185784290487,414427303489998
PorMEUA2021Inv,2021,Urban Forest,LAND,,1261186144290487,1261185785290487,414427308489998
PorMEUA2021Inv,2021,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302247148290487,1261185785290487,1268166131290487
PorMEUA2021Inv,2021,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247150290487,1261185785290487,1268166839290487
PorMEUA2022FS,2022,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490985713290487,1490985472290487,414427303489998
PorMEUA2022Inv,2022,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1490985730290487,1490985473290487,1268166132290487
RocNYUA2022Cur,2022,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1490861643290487,1490861637290487,414427306489998
RocNYUA2022FS,2022,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490861662290487,1490861638290487,414427303489998
RocNYUA2022Inv,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1490861671290487,1490861639290487,414427309489998
RocNYUA2022Inv,2022,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490861676290487,1490861639290487,414427303489998
RocNYUA2022Inv,2022,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1490861673290487,1490861639290487,417940978489998
TreNJUA2022All,2022,Nonsampled Land,LAND,id_cond.cond_status_cd=5,1490868610290487,1490864916290487,414427311489998
TreNJUA2022Cur,2022,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1490868616290487,1490864917290487,414427301489998
TreNJUA2022Cur,2022,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1490868615290487,1490864917290487,417940978489998
TreNJUA2022FS,2022,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490868635290487,1490864918290487,1268166839290487
TreNJUA2022FS,2022,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490868631290487,1490864918290487,414427303489998
WasDCUA2021Inv,2021,Invasive Plant Species,INVASIVE,,1273081981290487,1273081779290487,414427307489998
WasDCUA2021Inv,2021,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246775290487,1273081779290487,1268170529290487
WasDCUA2022FS,2022,Urban Forest,LAND,,1490982162290487,1490982114290487,414427308489998
WasDCUA2022FS,2022,Live Seedling,SEEDLING,,1490982167290487,1490982114290487,414427304489998
WasDCUA2022FS,2022,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490982166290487,1490982114290487,414427303489998
WasDCUA2022FS,2022,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1490982163290487,1490982114290487,417940978489998
WasDCUA2022Inv,2022,Sampled Land,LAND,id_cond.cond_status_cd<5,1490982172290487,1490982115290487,414427310489998
ChiILUA2019FS,2019,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247018290487,826498670290487,1268166839290487
ChiILUA2019FS,2019,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247019290487,826498670290487,1268170529290487
ChiILUA2019Inv,2019,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,826498739290487,826498671290487,414427306489998
ChiILUA2019Inv,2019,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,826498745290487,826498671290487,414427303489998
ChiILUA2021All,2021,Nonsampled Land,LAND,id_cond.cond_status_cd=5,1268196297290487,1268180335290487,414427311489998
ChiILUA2021FS,2021,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1268196312290487,1268180337290487,414427301489998
ChiILUA2021Inv,2021,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1268196323290487,1268180338290487,414427302489998
ChiILUA2022Cur,2022,Urban Forest,LAND,,1490993147290487,1490993140290487,414427308489998
ChiILUA2022FS,2022,Sampled Land,LAND,id_cond.cond_status_cd<5,1490993157290487,1490993141290487,414427310489998
ChiILUA2022FS,2022,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490993163290487,1490993141290487,414427302489998
ChiILUA2022Inv,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1490993173290487,1490993142290487,414427309489998
CleOHUA2022Cur,2022,Urban Forest,LAND,,1490773765290487,1490773004290487,414427308489998
CleOHUA2022Cur,2022,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1490773771290487,1490773004290487,1268166131290487
CleOHUA2022Cur,2022,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1490773766290487,1490773004290487,417940978489998
CleOHUA2022FS,2022,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1490773780290487,1490773005290487,414427301489998
MadWIUA2021Cur,2021,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1256493929290487,1256491874290487,414427309489998
MadWIUA2021FS,2021,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302246756290487,1256491875290487,1268166131290487
MadWIUA2021FS,2021,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302246757290487,1256491875290487,1268166132290487
MadWIUA2021FS,2021,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1256493942290487,1256491875290487,414427302489998
MadWIUA2022Cur,2022,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1491057505290487,1491057477290487,417940978489998
MadWIUA2022FS,2022,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1491057520290487,1491057478290487,414427302489998
MadWIUA2022Inv,2022,Live Seedling,SEEDLING,,1491057536290487,1491057479290487,414427304489998
MadWIUA2022Inv,2022,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1491057534290487,1491057479290487,414427302489998
MilWIUA2021Cur,2021,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302246797290487,1260477105290487,1268166132290487
MilWIUA2021Cur,2021,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246798290487,1260477105290487,1268166839290487
MilWIUA2021Cur,2021,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246799290487,1260477105290487,1268170529290487
MilWIUA2021Cur,2021,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1260477472290487,1260477105290487,417940978489998
MilWIUA2021FS,2021,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1260477483290487,1260477106290487,414427302489998
MilWIUA2021Inv,2021,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1301438705290487,1301438702290487,414427306489998
MilWIUA2021Inv,2021,Sampled Land,LAND,id_cond.cond_status_cd<5,1301438706290487,1301438702290487,414427310489998
MilWIUA2021Inv,2021,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1301438711290487,1301438702290487,414427303489998
MilWIUA2022Cur,2022,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1491058613290487,1491058604290487,414427306489998
MilWIUA2022Cur,2022,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1491058624290487,1491058604290487,1268170529290487
MilWIUA2022Cur,2022,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1491058616290487,1491058604290487,417940978489998
MilWIUA2022FS,2022,Sampled Land,LAND,id_cond.cond_status_cd<5,1491058625290487,1491058605290487,414427310489998
MilWIUA2022FS,2022,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1491058635290487,1491058605290487,1268166132290487
MilWIUA2022FS,2022,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1491058631290487,1491058605290487,414427302489998
MilWIUA2022Inv,2022,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1491058643290487,1491058606290487,417940978489998
MinMNUA2021FS,2021,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1261079124290487,1261079102290487,414427306489998
MinMNUA2021FS,2021,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1261079125290487,1261079102290487,414427309489998
SanCAUA2019Inv,2019,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,925134604290487,925134568290487,414427303489998
SanCAUA2021Cur,2021,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1268224790290487,1268224251290487,414427301489998
SanCAUA2021Cur,2021,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1268224791290487,1268224251290487,414427302489998
SanCAUA2021FS,2021,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1268224795290487,1268224252290487,414427306489998
SanCAUA2021FS,2021,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1268224801290487,1268224252290487,414427303489998
SanCAUA2021Inv,2021,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246950290487,1268224253290487,1268166839290487
SanCAUA2022FS,2022,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490939017290487,1490938762290487,1268170529290487
SanCAUA2022FS,2022,Live Seedling,SEEDLING,,1490939013290487,1490938762290487,414427304489998
SanCAUA2022FS,2022,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490939011290487,1490938762290487,414427302489998
SanTXUA2017Cur,2017,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,667935247126144,667825676126144,414427306489998
SanTXUA2017Cur,2017,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,667935248126144,667825676126144,414427309489998
SanTXUA2017Inv,2017,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,667935266126144,667825678126144,414427306489998
SanTXUA2017Inv,2017,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,667935269126144,667825678126144,417940978489998
SanTXUA2018Cur,2018,Urban Forest,LAND,,719071868290487,718869285290487,414427308489998
SanTXUA2018Cur,2018,Sampled Land,LAND,id_cond.cond_status_cd<5,719071865290487,718869285290487,414427310489998
SanTXUA2018Cur,2018,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302246813290487,718869285290487,1268166132290487
SanTXUA2018Inv,2018,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,719071886290487,718869287290487,414427309489998
SanTXUA2019FS,2019,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,928883581290487,928883553290487,414427306489998
SanTXUA2019FS,2019,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302246817290487,928883553290487,1268166132290487
SanTXUA2019FS,2019,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,928883585290487,928883553290487,414427301489998
SanTXUA2019FS,2019,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,928883587290487,928883553290487,414427303489998
SanTXUA2019Inv,2019,Urban Forest,LAND,,928883593290487,928883554290487,414427308489998
SanTXUA2019Inv,2019,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,928883592290487,928883554290487,414427309489998
SanTXUA2019Inv,2019,Sampled Land,LAND,id_cond.cond_status_cd<5,928883589290487,928883554290487,414427310489998
SanTXUA2019Inv,2019,Live Seedling,SEEDLING,,928883598290487,928883554290487,414427304489998
SanTXUA2021Inv,2021,Live Seedling,SEEDLING,,1268220857290487,1268220828290487,414427304489998
SanTXUA2021Inv,2021,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1268220856290487,1268220828290487,414427303489998
SanTXUA2022All,2022,Nonsampled Land,LAND,id_cond.cond_status_cd=5,1491030248290487,1491030244290487,414427311489998
SanTXUA2022Cur,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1491030251290487,1491030245290487,414427309489998
SanTXUA2022Cur,2022,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1491030258290487,1491030245290487,1268166131290487
SanTXUA2022FS,2022,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1491030268290487,1491030246290487,414427302489998
SanTXUA2022Inv,2022,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1491030286290487,1491030247290487,1268166132290487
SanTXUA2022Inv,2022,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1491030288290487,1491030247290487,1268170529290487
SprMOUA2018Cur,2018,Sampled Land,LAND,id_cond.cond_status_cd<5,742215599290487,742206335290487,414427310489998
SprMOUA2018FS,2018,Urban Forest,LAND,,742215611290487,742206336290487,414427308489998
SprMOUA2018FS,2018,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302247197290487,742206336290487,1268166132290487
AusTXUA2021Cur,2021,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246811290487,1267606875290487,1268170529290487
AusTXUA2021Cur,2021,Live Seedling,SEEDLING,,1267606963290487,1267606875290487,414427304489998
AusTXUA2021FS,2021,Urban Forest,LAND,,1267606967290487,1267606876290487,414427308489998
AusTXUA2021FS,2021,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1267606970290487,1267606876290487,414427302489998
AusTXUA2021Inv,2021,Urban Forest,LAND,,1301466663290487,1301466652290487,414427308489998
AusTXUA2021Inv,2021,Sampled Land,LAND,id_cond.cond_status_cd<5,1301466659290487,1301466652290487,414427310489998
AusTXUA2021Inv,2021,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1301466665290487,1301466652290487,414427301489998
AusTXUA2021Inv,2021,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1301466664290487,1301466652290487,417940978489998
AusTXUA2022Cur,2022,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1491024491290487,1491024482290487,414427301489998
AusTXUA2022Cur,2022,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1491024490290487,1491024482290487,417940978489998
AusTXUA2022FS,2022,Urban Forest,LAND,,1491024502290487,1491024483290487,414427308489998
AusTXUA2022Inv,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1491024515290487,1491024484290487,414427309489998
AusTXUA2022Inv,2022,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1491024518290487,1491024484290487,414427301489998
BalMDUA2020Cur,2020,Sampled Land,LAND,id_cond.cond_status_cd<5,1249743114290487,1249738331290487,414427310489998
