SAMPLE_NAME,REPORT_YEAR,DOMAIN_NAME,DOMAIN_TYPE,EXPRESSION,CN,PSS_CN,PDOM_CN
PorORUA2022Inv,2022,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1490872378290487,1490872127290487,417940978489998
ProRIUA2021FS,2021,Sampled Land,LAND,id_cond.cond_status_cd<5,1255521399290487,1255517953290487,414427310489998
ProRIUA2021Inv,2021,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1255521410290487,1255517954290487,414427306489998
ProRIUA2021Inv,2021,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302246833290487,1255517954290487,1268166132290487
ProRIUA2022Cur,2022,Sampled Land,LAND,id_cond.cond_status_cd<5,1490994784290487,1490994423290487,414427310489998
ProRIUA2022Cur,2022,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490994790290487,1490994423290487,414427302489998
ProRIUA2022FS,2022,Sampled Land,LAND,id_cond.cond_status_cd<5,1490994797290487,1490994424290487,414427310489998
ProRIUA2022FS,2022,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490994803290487,1490994424290487,414427302489998
ProRIUA2022Inv,2022,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490994823290487,1490994425290487,1268170529290487
ProRIUA2022Inv,2022,Live Seedling,SEEDLING,,1490994819290487,1490994425290487,414427304489998
SanCAUA2017Cur,2017,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,557732771126144,518922833126144,414427309489998
SanCAUA2017Cur,2017,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247154290487,518922833126144,1268166839290487
SanCAUA2017Cur,2017,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,557732765126144,518922833126144,414427301489998
SanCAUA2017Inv,2017,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,557732790126144,518922835126144,414427309489998
SanCAUA2018Cur,2018,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,759239898290487,759239333290487,414427301489998
SanCAUA2018Inv,2018,Urban Forest,LAND,,759239915290487,759239335290487,414427308489998
SanCAUA2018Inv,2018,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,759239914290487,759239335290487,414427309489998
SanCAUA2019Cur,2019,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,925134579290487,925134566290487,414427306489998
SanCAUA2019Cur,2019,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302246904290487,925134566290487,1268166131290487
SanCAUA2019FS,2019,Sampled Land,LAND,id_cond.cond_status_cd<5,925134587290487,925134567290487,414427310489998
SanCAUA2019FS,2019,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,925134591290487,925134567290487,417940978489998
BalMDUA2020Inv,2020,Invasive Plant Species,INVASIVE,,1301335638290487,1301326841290487,414427307489998
BalMDUA2021Cur,2021,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302247264290487,1263010790290487,1268166131290487
BalMDUA2021Cur,2021,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1274824624290487,1263010790290487,414427301489998
BalMDUA2021Cur,2021,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1274824626290487,1263010790290487,414427303489998
BalMDUA2021FS,2021,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302247120290487,1263010791290487,1268166131290487
BalMDUA2021FS,2021,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247123290487,1263010791290487,1268170529290487
BalMDUA2021Inv,2021,Invasive Plant Species,INVASIVE,,1301383187290487,1301382517290487,414427307489998
BalMDUA2021Inv,2021,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302247280290487,1301382517290487,1268166131290487
BalMDUA2022Cur,2022,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490736616290487,1490736204290487,414427303489998
BalMDUA2022FS,2022,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1490736623290487,1490736205290487,414427306489998
BalMDUA2022FS,2022,Urban Forest,LAND,,1490736625290487,1490736205290487,414427308489998
BalMDUA2022FS,2022,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490736628290487,1490736205290487,414427302489998
BalMDUA2022Inv,2022,Invasive Plant Species,INVASIVE,,1490736636290487,1490736206290487,414427307489998
BurVTUA2022Cur,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1490737759290487,1490737735290487,414427309489998
BurVTUA2022FS,2022,Urban Forest,LAND,,1490737773290487,1490737736290487,414427308489998
BurVTUA2022FS,2022,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1490737779290487,1490737736290487,1268166131290487
BurVTUA2022FS,2022,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490737776290487,1490737736290487,414427302489998
BurVTUA2022FS,2022,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490737777290487,1490737736290487,414427303489998
BurVTUA2022FS,2022,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1490737774290487,1490737736290487,417940978489998
BurVTUA2022Inv,2022,Live Seedling,SEEDLING,,1490737792290487,1490737737290487,414427304489998
DesIAUA2021Cur,2021,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246806290487,1256472517290487,1268166839290487
DesIAUA2021FS,2021,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1256473686290487,1256472518290487,414427306489998
DesIAUA2021FS,2021,Urban Forest,LAND,,1256473688290487,1256472518290487,414427308489998
DesIAUA2021FS,2021,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1256473687290487,1256472518290487,414427309489998
DesIAUA2021FS,2021,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247082290487,1256472518290487,1268166839290487
DesIAUA2021FS,2021,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1256473689290487,1256472518290487,417940978489998
DesIAUA2021Inv,2021,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1301402733290487,1301402622290487,414427309489998
DesIAUA2021Inv,2021,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1301402739290487,1301402622290487,417940978489998
DesIAUA2022All,2022,Nonsampled Land,LAND,id_cond.cond_status_cd=5,1490995745290487,1490995741290487,414427311489998
DesIAUA2022Cur,2022,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1490995747290487,1490995742290487,414427306489998
DesIAUA2022Cur,2022,Sampled Land,LAND,id_cond.cond_status_cd<5,1490995746290487,1490995742290487,414427310489998
DesIAUA2022Cur,2022,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490995753290487,1490995742290487,414427303489998
DesIAUA2022FS,2022,Urban Forest,LAND,,1490995762290487,1490995743290487,414427308489998
DesIAUA2022FS,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1490995761290487,1490995743290487,414427309489998
DesIAUA2022FS,2022,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490995770290487,1490995743290487,1268166839290487
HouTXUA2015All,2015,Nonsampled Land,LAND,id_cond.cond_status_cd=5,557732754126144,369577224489998,414427311489998
HouTXUA2015Cur,2015,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,557732749126144,369577223489998,414427306489998
HouTXUA2015Cur,2015,Urban Forest,LAND,,557732750126144,369577223489998,414427308489998
HouTXUA2015Cur,2015,Sampled Land,LAND,id_cond.cond_status_cd<5,557732752126144,369577223489998,414427310489998
HouTXUA2015Cur,2015,Live Seedling,SEEDLING,,557732748126144,369577223489998,414427304489998
HouTXUA2015Cur,2015,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,557732747126144,369577223489998,414427302489998
HouTXUA2017Cur,2017,Urban Forest,LAND,,683423676126144,683403138126144,414427308489998
HouTXUA2017Cur,2017,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246794290487,683403138126144,1268166839290487
HouTXUA2017Cur,2017,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,683423679126144,683403138126144,414427302489998
HouTXUA2018Cur,2018,Sampled Land,LAND,id_cond.cond_status_cd<5,773029174290487,772955733290487,414427310489998
HouTXUA2018Cur,2018,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302247049290487,772955733290487,1268166132290487
HouTXUA2018FS,2018,Urban Forest,LAND,,773029186290487,772955734290487,414427308489998
HouTXUA2018FS,2018,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302247052290487,772955734290487,1268166131290487
HouTXUA2018Inv,2018,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247047290487,772955735290487,1268170529290487
HouTXUA2018Inv,2018,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,773030551290487,772955735290487,414427302489998
HouTXUA2019Cur,2019,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302246873290487,925163350290487,1268166132290487
HouTXUA2019Cur,2019,Live Seedling,SEEDLING,,925166325290487,925163350290487,414427304489998
HouTXUA2019FS,2019,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247059290487,925163351290487,1268170529290487
HouTXUA2019FS,2019,Live Seedling,SEEDLING,,925166334290487,925163351290487,414427304489998
HouTXUA2019FS,2019,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,925166331290487,925163351290487,414427301489998
HouTXUA2019Inv,2019,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,925166337290487,925163352290487,414427306489998
HouTXUA2019Inv,2019,Live Seedling,SEEDLING,,925166344290487,925163352290487,414427304489998
HouTXUA2019Inv,2019,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,925166340290487,925163352290487,417940978489998
HouTXUA2020FS,2020,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247206290487,1274790869290487,1268166839290487
HouTXUA2020Inv,2020,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1274791942290487,1274790871290487,414427306489998
HouTXUA2020Inv,2020,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302247277290487,1274790871290487,1268166132290487
HouTXUA2020Inv,2020,Live Seedling,SEEDLING,,1274791945290487,1274790871290487,414427304489998
HouTXUA2021All,2021,Nonsampled Land,LAND,id_cond.cond_status_cd=5,1267824877290487,1267824872290487,414427311489998
HouTXUA2021Cur,2021,Sampled Land,LAND,id_cond.cond_status_cd<5,1267824878290487,1267824873290487,414427310489998
HouTXUA2021Cur,2021,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302247189290487,1267824873290487,1268166132290487
HouTXUA2021FS,2021,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1267824888290487,1267824874290487,414427306489998
HouTXUA2021FS,2021,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246978290487,1267824874290487,1268166839290487
HouTXUA2021FS,2021,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1267824891290487,1267824874290487,417940978489998
HouTXUA2021Inv,2021,Live Seedling,SEEDLING,,1267824905290487,1267824875290487,414427304489998
HouTXUA2021Inv,2021,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1267824904290487,1267824875290487,414427303489998
HouTXUA2021Inv,2021,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1267824901290487,1267824875290487,417940978489998
HouTXUA2022All,2022,Nonsampled Land,LAND,id_cond.cond_status_cd=5,1491027595290487,1491027590290487,414427311489998
HouTXUA2022Cur,2022,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1491027597290487,1491027591290487,414427306489998
HouTXUA2022FS,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1491027611290487,1491027592290487,414427309489998
HouTXUA2022Inv,2022,Urban Forest,LAND,,1491027626290487,1491027593290487,414427308489998
HouTXUA2022Inv,2022,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1491027633290487,1491027593290487,1268166132290487
HouTXUA2022FS,2022,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1491027615290487,1491027592290487,414427302489998
HouTXUA2022FS,2022,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1491027616290487,1491027592290487,414427303489998
KanMOUA2018FS,2018,Sampled Land,LAND,id_cond.cond_status_cd<5,742208901290487,742207256290487,414427310489998
KanMOUA2018FS,2018,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,742208905290487,742207256290487,417940978489998
KanMOUA2018Inv,2018,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,742208915290487,742207257290487,417940978489998
KanMOUA2019FS,2019,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302246924290487,931708907290487,1268166131290487
KanMOUA2019FS,2019,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246926290487,931708907290487,1268166839290487
KanMOUA2019FS,2019,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246927290487,931708907290487,1268170529290487
KanMOUA2019FS,2019,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,931709043290487,931708907290487,414427303489998
KanMOUA2019Inv,2019,Invasive Plant Species,INVASIVE,,931709046290487,931708908290487,414427307489998
KanMOUA2021Cur,2021,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1268224464290487,1268224247290487,414427306489998
KanMOUA2021Cur,2021,Sampled Land,LAND,id_cond.cond_status_cd<5,1268224463290487,1268224247290487,414427310489998
KanMOUA2021Cur,2021,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1268224468290487,1268224247290487,414427301489998
KanMOUA2021Cur,2021,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1268224467290487,1268224247290487,417940978489998
KanMOUA2021Inv,2021,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302246957290487,1268224249290487,1268166132290487
KanMOUA2022FS,2022,Live Seedling,SEEDLING,,1491207675290487,1491207644290487,414427304489998
KanMOUA2022Inv,2022,Urban Forest,LAND,,1491207684290487,1491207645290487,414427308489998
PorORUA2018All,2018,Nonsampled Land,LAND,id_cond.cond_status_cd=5,744771497290487,744770876290487,414427311489998
PorORUA2018Cur,2018,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,744771505290487,744770877290487,414427303489998
AusTXUA2014Cur,2014,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302245962290487,150521855121573,1268166132290487
AusTXUA2015Cur,2015,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302245968290487,467214700489998,1268166132290487
AusTXUA2015Cur,2015,Live Seedling,SEEDLING,,557732758126144,467214700489998,414427304489998
AusTXUA2018Cur,2018,Sampled Land,LAND,id_cond.cond_status_cd<5,759996433290487,759996401290487,414427310489998
AusTXUA2018Cur,2018,Live Seedling,SEEDLING,,759996441290487,759996401290487,414427304489998
AusTXUA2018FS,2018,Live Seedling,SEEDLING,,759996450290487,759996402290487,414427304489998
AusTXUA2019All,2019,Nonsampled Land,LAND,id_cond.cond_status_cd=5,839636666290487,839561791290487,414427311489998
AusTXUA2019Cur,2019,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302246852290487,839561794290487,1268166131290487
AusTXUA2019Cur,2019,Live Seedling,SEEDLING,,839636671290487,839561794290487,414427304489998
AusTXUA2019FS,2019,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,839636681290487,839561795290487,414427301489998
SprMOUA2019Cur,2019,Urban Forest,LAND,,928975550290487,928975528290487,414427308489998
SprMOUA2019FS,2019,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,928975557290487,928975529290487,414427306489998
SprMOUA2019FS,2019,Urban Forest,LAND,,928975559290487,928975529290487,414427308489998
SprMOUA2019FS,2019,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246890290487,928975529290487,1268166839290487
SprMOUA2019Inv,2019,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,928975568290487,928975530290487,414427309489998
SprMOUA2019Inv,2019,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302247185290487,928975530290487,1268166132290487
SprMOUA2019Inv,2019,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,928975571290487,928975530290487,414427301489998
SprMOUA2020All,2020,Nonsampled Land,LAND,id_cond.cond_status_cd=5,1268231474290487,1268231469290487,414427311489998
SprMOUA2020FS,2020,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1268231490290487,1268231471290487,414427302489998
SprMOUA2020FS,2020,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1268231488290487,1268231471290487,417940978489998
SprMOUA2020Inv,2020,Urban Forest,LAND,,1268231497290487,1268231472290487,414427308489998
SprMOUA2020Inv,2020,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302247273290487,1268231472290487,1268166132290487
StMOUA2018FS,2018,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302246780290487,737683465290487,1268166131290487
StMOUA2018FS,2018,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,737683492290487,737683465290487,414427303489998
StMOUA2018Inv,2018,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,737683496290487,737683466290487,414427306489998
StMOUA2018Inv,2018,Urban Forest,LAND,,737683498290487,737683466290487,414427308489998
StMOUA2018Inv,2018,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302247220290487,737683466290487,1268166131290487
StMOUA2019Cur,2019,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302246829290487,932849304290487,1268166132290487
StMOUA2019FS,2019,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,932849326290487,932849305290487,414427306489998
